order_id,return_flag,return_reason
34697,Yes,Damaged
35210,Yes,Customer Changed Mind
157848,Yes,Customer Changed Mind
83334,Yes,Late Delivery
139690,Yes,Damaged
12338,Yes,Customer Changed Mind
12887,Yes,Customer Changed Mind
80905,Yes,Wrong Item
165538,Yes,Wrong Item
142710,Yes,Damaged
8723,Yes,Wrong Item
155179,Yes,Damaged
174345,Yes,Late Delivery
15211,Yes,Damaged
90606,Yes,Wrong Item
95168,Yes,Wrong Item
19144,Yes,Customer Changed Mind
107511,Yes,Late Delivery
30316,Yes,Customer Changed Mind
147821,Yes,Late Delivery
49952,Yes,Damaged
158725,Yes,Wrong Item
37921,Yes,Wrong Item
186598,Yes,Wrong Item
110185,Yes,Customer Changed Mind
95399,Yes,Damaged
105139,Yes,Customer Changed Mind
115022,Yes,Wrong Item
47629,Yes,Damaged
144337,Yes,Wrong Item
156050,Yes,Customer Changed Mind
122117,Yes,Damaged
131807,Yes,Customer Changed Mind
68883,Yes,Late Delivery
57493,Yes,Customer Changed Mind
9439,Yes,Late Delivery
182245,Yes,Late Delivery
190492,Yes,Damaged
174038,Yes,Damaged
84002,Yes,Damaged
139956,Yes,Customer Changed Mind
185643,Yes,Late Delivery
29689,Yes,Damaged
26583,Yes,Late Delivery
68830,Yes,Late Delivery
5528,Yes,Customer Changed Mind
54212,Yes,Customer Changed Mind
128694,Yes,Wrong Item
88783,Yes,Customer Changed Mind
85139,Yes,Late Delivery
5129,Yes,Late Delivery
104701,Yes,Damaged
163659,Yes,Customer Changed Mind
150032,Yes,Customer Changed Mind
101148,Yes,Late Delivery
102058,Yes,Damaged
84609,Yes,Late Delivery
15438,Yes,Late Delivery
74634,Yes,Damaged
175353,Yes,Customer Changed Mind
50860,Yes,Late Delivery
60204,Yes,Customer Changed Mind
109508,Yes,Wrong Item
83711,Yes,Damaged
130756,Yes,Customer Changed Mind
52494,Yes,Damaged
155020,Yes,Customer Changed Mind
35384,Yes,Customer Changed Mind
38442,Yes,Late Delivery
80986,Yes,Customer Changed Mind
137720,Yes,Wrong Item
195895,Yes,Late Delivery
56910,Yes,Late Delivery
169579,Yes,Customer Changed Mind
113807,Yes,Customer Changed Mind
199032,Yes,Damaged
154875,Yes,Late Delivery
99065,Yes,Late Delivery
51689,Yes,Damaged
35843,Yes,Customer Changed Mind
5227,Yes,Wrong Item
196951,Yes,Wrong Item
53535,Yes,Customer Changed Mind
71136,Yes,Customer Changed Mind
1449,Yes,Customer Changed Mind
141204,Yes,Wrong Item
114836,Yes,Late Delivery
145173,Yes,Damaged
49635,Yes,Late Delivery
99597,Yes,Wrong Item
6518,Yes,Damaged
78683,Yes,Wrong Item
74496,Yes,Late Delivery
183205,Yes,Late Delivery
107372,Yes,Late Delivery
184093,Yes,Customer Changed Mind
68790,Yes,Late Delivery
104679,Yes,Wrong Item
157162,Yes,Damaged
143796,Yes,Wrong Item
88379,Yes,Wrong Item
161876,Yes,Wrong Item
33129,Yes,Wrong Item
105669,Yes,Late Delivery
36579,Yes,Damaged
116765,Yes,Customer Changed Mind
153776,Yes,Wrong Item
35560,Yes,Wrong Item
156027,Yes,Damaged
181046,Yes,Customer Changed Mind
139097,Yes,Customer Changed Mind
162001,Yes,Customer Changed Mind
8903,Yes,Wrong Item
52492,Yes,Damaged
37776,Yes,Wrong Item
110041,Yes,Damaged
182110,Yes,Wrong Item
68290,Yes,Late Delivery
159086,Yes,Damaged
194992,Yes,Customer Changed Mind
105207,Yes,Customer Changed Mind
120176,Yes,Late Delivery
48067,Yes,Late Delivery
181794,Yes,Customer Changed Mind
72848,Yes,Late Delivery
6372,Yes,Late Delivery
178517,Yes,Wrong Item
169276,Yes,Customer Changed Mind
122978,Yes,Damaged
41447,Yes,Damaged
195862,Yes,Wrong Item
152756,Yes,Wrong Item
67062,Yes,Customer Changed Mind
32133,Yes,Late Delivery
72964,Yes,Late Delivery
93403,Yes,Damaged
179593,Yes,Wrong Item
54369,Yes,Customer Changed Mind
169427,Yes,Customer Changed Mind
14906,Yes,Damaged
102124,Yes,Late Delivery
141688,Yes,Wrong Item
147437,Yes,Damaged
174377,Yes,Customer Changed Mind
139824,Yes,Customer Changed Mind
195940,Yes,Damaged
88991,Yes,Wrong Item
130093,Yes,Late Delivery
64385,Yes,Customer Changed Mind
112326,Yes,Damaged
171857,Yes,Late Delivery
80665,Yes,Wrong Item
196846,Yes,Wrong Item
77313,Yes,Late Delivery
98768,Yes,Customer Changed Mind
179870,Yes,Late Delivery
158715,Yes,Late Delivery
144940,Yes,Customer Changed Mind
35700,Yes,Customer Changed Mind
127189,Yes,Customer Changed Mind
93801,Yes,Customer Changed Mind
174786,Yes,Damaged
133375,Yes,Customer Changed Mind
101024,Yes,Damaged
103839,Yes,Wrong Item
196465,Yes,Customer Changed Mind
132661,Yes,Customer Changed Mind
14342,Yes,Late Delivery
194306,Yes,Late Delivery
56555,Yes,Damaged
153620,Yes,Wrong Item
111578,Yes,Customer Changed Mind
192593,Yes,Damaged
33212,Yes,Wrong Item
88601,Yes,Wrong Item
140847,Yes,Wrong Item
181561,Yes,Late Delivery
185347,Yes,Damaged
33822,Yes,Wrong Item
193150,Yes,Customer Changed Mind
35144,Yes,Customer Changed Mind
148168,Yes,Late Delivery
14037,Yes,Late Delivery
195657,Yes,Late Delivery
150245,Yes,Late Delivery
138834,Yes,Damaged
156782,Yes,Wrong Item
109742,Yes,Damaged
26776,Yes,Wrong Item
66185,Yes,Damaged
137180,Yes,Late Delivery
66016,Yes,Late Delivery
95761,Yes,Late Delivery
126756,Yes,Customer Changed Mind
11022,Yes,Wrong Item
142853,Yes,Late Delivery
181591,Yes,Customer Changed Mind
116097,Yes,Customer Changed Mind
275,Yes,Wrong Item
36009,Yes,Customer Changed Mind
49362,Yes,Late Delivery
9193,Yes,Late Delivery
48313,Yes,Damaged
90544,Yes,Wrong Item
31698,Yes,Damaged
57338,Yes,Customer Changed Mind
133584,Yes,Customer Changed Mind
2420,Yes,Late Delivery
2611,Yes,Late Delivery
2668,Yes,Late Delivery
186764,Yes,Customer Changed Mind
159789,Yes,Damaged
147354,Yes,Wrong Item
149526,Yes,Late Delivery
159969,Yes,Wrong Item
48087,Yes,Damaged
4620,Yes,Customer Changed Mind
92440,Yes,Late Delivery
26409,Yes,Late Delivery
76273,Yes,Late Delivery
166624,Yes,Customer Changed Mind
82660,Yes,Damaged
16353,Yes,Late Delivery
19337,Yes,Wrong Item
170813,Yes,Customer Changed Mind
191940,Yes,Late Delivery
111324,Yes,Late Delivery
24209,Yes,Damaged
85548,Yes,Damaged
186884,Yes,Late Delivery
27514,Yes,Customer Changed Mind
192522,Yes,Customer Changed Mind
48588,Yes,Wrong Item
103669,Yes,Late Delivery
40741,Yes,Customer Changed Mind
66507,Yes,Wrong Item
195815,Yes,Damaged
104166,Yes,Damaged
127735,Yes,Damaged
131376,Yes,Damaged
85481,Yes,Customer Changed Mind
81679,Yes,Late Delivery
104900,Yes,Damaged
187388,Yes,Customer Changed Mind
51038,Yes,Customer Changed Mind
70386,Yes,Wrong Item
39252,Yes,Customer Changed Mind
133733,Yes,Late Delivery
177844,Yes,Late Delivery
8369,Yes,Wrong Item
152587,Yes,Customer Changed Mind
162221,Yes,Damaged
70107,Yes,Late Delivery
87193,Yes,Late Delivery
171683,Yes,Late Delivery
198349,Yes,Wrong Item
143818,Yes,Damaged
80601,Yes,Damaged
3764,Yes,Customer Changed Mind
12155,Yes,Wrong Item
30706,Yes,Late Delivery
43396,Yes,Late Delivery
176613,Yes,Customer Changed Mind
47673,Yes,Wrong Item
26625,Yes,Wrong Item
163471,Yes,Wrong Item
63554,Yes,Damaged
30598,Yes,Late Delivery
34578,Yes,Late Delivery
112934,Yes,Wrong Item
153166,Yes,Wrong Item
89682,Yes,Wrong Item
163838,Yes,Customer Changed Mind
65456,Yes,Customer Changed Mind
54043,Yes,Customer Changed Mind
74881,Yes,Damaged
86376,Yes,Late Delivery
3696,Yes,Late Delivery
124722,Yes,Wrong Item
161484,Yes,Late Delivery
147256,Yes,Damaged
189113,Yes,Damaged
140556,Yes,Damaged
14369,Yes,Customer Changed Mind
24558,Yes,Wrong Item
22538,Yes,Wrong Item
164490,Yes,Damaged
109139,Yes,Wrong Item
64824,Yes,Late Delivery
121284,Yes,Late Delivery
96430,Yes,Damaged
113614,Yes,Wrong Item
66651,Yes,Wrong Item
31163,Yes,Late Delivery
113923,Yes,Wrong Item
89033,Yes,Customer Changed Mind
184827,Yes,Wrong Item
52630,Yes,Customer Changed Mind
85197,Yes,Late Delivery
196728,Yes,Wrong Item
102956,Yes,Damaged
152227,Yes,Late Delivery
96599,Yes,Wrong Item
122443,Yes,Late Delivery
133608,Yes,Wrong Item
154271,Yes,Damaged
129314,Yes,Wrong Item
42727,Yes,Customer Changed Mind
129147,Yes,Customer Changed Mind
144213,Yes,Wrong Item
7949,Yes,Customer Changed Mind
30967,Yes,Late Delivery
142057,Yes,Customer Changed Mind
171379,Yes,Late Delivery
168278,Yes,Customer Changed Mind
70422,Yes,Late Delivery
107753,Yes,Wrong Item
132423,Yes,Wrong Item
61089,Yes,Customer Changed Mind
81484,Yes,Late Delivery
15435,Yes,Damaged
166621,Yes,Wrong Item
31586,Yes,Late Delivery
194436,Yes,Damaged
24284,Yes,Damaged
45448,Yes,Customer Changed Mind
166450,Yes,Customer Changed Mind
120580,Yes,Wrong Item
45550,Yes,Wrong Item
41770,Yes,Customer Changed Mind
178083,Yes,Customer Changed Mind
1057,Yes,Customer Changed Mind
53619,Yes,Damaged
72162,Yes,Late Delivery
94618,Yes,Wrong Item
61743,Yes,Customer Changed Mind
167372,Yes,Customer Changed Mind
5506,Yes,Customer Changed Mind
45806,Yes,Late Delivery
19738,Yes,Wrong Item
184898,Yes,Wrong Item
123766,Yes,Late Delivery
153403,Yes,Late Delivery
133950,Yes,Late Delivery
170119,Yes,Damaged
92281,Yes,Wrong Item
150991,Yes,Customer Changed Mind
5446,Yes,Damaged
150000,Yes,Wrong Item
168439,Yes,Damaged
30307,Yes,Wrong Item
21774,Yes,Wrong Item
80757,Yes,Damaged
106415,Yes,Customer Changed Mind
8646,Yes,Wrong Item
127734,Yes,Customer Changed Mind
116975,Yes,Wrong Item
134057,Yes,Damaged
147827,Yes,Wrong Item
82362,Yes,Late Delivery
86417,Yes,Wrong Item
25134,Yes,Damaged
117875,Yes,Late Delivery
61471,Yes,Customer Changed Mind
181173,Yes,Late Delivery
156073,Yes,Late Delivery
5836,Yes,Late Delivery
9441,Yes,Late Delivery
1098,Yes,Damaged
185103,Yes,Late Delivery
187442,Yes,Customer Changed Mind
42792,Yes,Late Delivery
145945,Yes,Wrong Item
59046,Yes,Damaged
21936,Yes,Wrong Item
120725,Yes,Damaged
130214,Yes,Customer Changed Mind
70089,Yes,Wrong Item
25857,Yes,Customer Changed Mind
27997,Yes,Wrong Item
34987,Yes,Late Delivery
23933,Yes,Damaged
85755,Yes,Wrong Item
134041,Yes,Wrong Item
9507,Yes,Damaged
135772,Yes,Late Delivery
39557,Yes,Customer Changed Mind
144171,Yes,Damaged
96856,Yes,Customer Changed Mind
59921,Yes,Late Delivery
33269,Yes,Customer Changed Mind
158025,Yes,Late Delivery
152381,Yes,Late Delivery
158846,Yes,Wrong Item
199136,Yes,Wrong Item
152094,Yes,Customer Changed Mind
3649,Yes,Late Delivery
131093,Yes,Late Delivery
19233,Yes,Late Delivery
2914,Yes,Wrong Item
21816,Yes,Late Delivery
101946,Yes,Customer Changed Mind
111209,Yes,Late Delivery
136976,Yes,Late Delivery
176129,Yes,Customer Changed Mind
128219,Yes,Late Delivery
71718,Yes,Wrong Item
11585,Yes,Damaged
244,Yes,Late Delivery
31257,Yes,Wrong Item
173505,Yes,Late Delivery
40565,Yes,Late Delivery
196268,Yes,Wrong Item
187239,Yes,Customer Changed Mind
123836,Yes,Wrong Item
12101,Yes,Damaged
41868,Yes,Wrong Item
112172,Yes,Damaged
187617,Yes,Wrong Item
198054,Yes,Late Delivery
143491,Yes,Late Delivery
3218,Yes,Customer Changed Mind
45747,Yes,Customer Changed Mind
144556,Yes,Wrong Item
173805,Yes,Wrong Item
19209,Yes,Customer Changed Mind
39588,Yes,Damaged
125087,Yes,Wrong Item
88183,Yes,Wrong Item
120037,Yes,Damaged
164581,Yes,Damaged
42304,Yes,Wrong Item
61015,Yes,Late Delivery
172590,Yes,Wrong Item
164102,Yes,Damaged
8577,Yes,Damaged
183285,Yes,Wrong Item
46298,Yes,Damaged
54770,Yes,Damaged
189329,Yes,Customer Changed Mind
54798,Yes,Customer Changed Mind
131105,Yes,Damaged
25765,Yes,Wrong Item
82404,Yes,Customer Changed Mind
106783,Yes,Customer Changed Mind
192292,Yes,Wrong Item
27701,Yes,Wrong Item
107931,Yes,Wrong Item
97371,Yes,Wrong Item
121709,Yes,Damaged
90642,Yes,Late Delivery
43950,Yes,Wrong Item
126291,Yes,Wrong Item
180909,Yes,Customer Changed Mind
168011,Yes,Damaged
146296,Yes,Wrong Item
30271,Yes,Wrong Item
96763,Yes,Wrong Item
47913,Yes,Customer Changed Mind
162586,Yes,Wrong Item
21562,Yes,Damaged
5265,Yes,Late Delivery
69557,Yes,Customer Changed Mind
89627,Yes,Wrong Item
153134,Yes,Damaged
18581,Yes,Damaged
29173,Yes,Wrong Item
187244,Yes,Customer Changed Mind
109861,Yes,Wrong Item
7008,Yes,Customer Changed Mind
64734,Yes,Late Delivery
154928,Yes,Customer Changed Mind
38739,Yes,Late Delivery
85701,Yes,Customer Changed Mind
132267,Yes,Wrong Item
188199,Yes,Customer Changed Mind
39418,Yes,Wrong Item
87109,Yes,Damaged
189097,Yes,Customer Changed Mind
105057,Yes,Customer Changed Mind
118706,Yes,Late Delivery
105430,Yes,Customer Changed Mind
19891,Yes,Damaged
69101,Yes,Customer Changed Mind
77593,Yes,Customer Changed Mind
73573,Yes,Damaged
38866,Yes,Damaged
66141,Yes,Wrong Item
83007,Yes,Wrong Item
44077,Yes,Late Delivery
111091,Yes,Wrong Item
183624,Yes,Wrong Item
37155,Yes,Damaged
31410,Yes,Damaged
125424,Yes,Late Delivery
104766,Yes,Late Delivery
60925,Yes,Wrong Item
160842,Yes,Damaged
137766,Yes,Customer Changed Mind
74413,Yes,Late Delivery
113753,Yes,Late Delivery
139617,Yes,Damaged
103249,Yes,Damaged
158501,Yes,Wrong Item
104816,Yes,Late Delivery
194737,Yes,Wrong Item
101287,Yes,Damaged
59205,Yes,Late Delivery
25619,Yes,Wrong Item
34007,Yes,Customer Changed Mind
170556,Yes,Wrong Item
150773,Yes,Wrong Item
105522,Yes,Customer Changed Mind
100539,Yes,Damaged
190913,Yes,Wrong Item
127576,Yes,Customer Changed Mind
9456,Yes,Wrong Item
97398,Yes,Damaged
84204,Yes,Late Delivery
120556,Yes,Customer Changed Mind
48307,Yes,Customer Changed Mind
129574,Yes,Customer Changed Mind
1490,Yes,Wrong Item
454,Yes,Late Delivery
151289,Yes,Late Delivery
143733,Yes,Damaged
56845,Yes,Customer Changed Mind
42476,Yes,Customer Changed Mind
180405,Yes,Wrong Item
153506,Yes,Damaged
148270,Yes,Wrong Item
92782,Yes,Damaged
128287,Yes,Damaged
149583,Yes,Late Delivery
101746,Yes,Late Delivery
32231,Yes,Late Delivery
108585,Yes,Damaged
65407,Yes,Damaged
198811,Yes,Customer Changed Mind
53856,Yes,Wrong Item
189596,Yes,Wrong Item
34631,Yes,Wrong Item
55265,Yes,Wrong Item
49905,Yes,Damaged
55893,Yes,Damaged
84967,Yes,Customer Changed Mind
146543,Yes,Damaged
40045,Yes,Customer Changed Mind
41126,Yes,Damaged
111081,Yes,Customer Changed Mind
31108,Yes,Late Delivery
38060,Yes,Late Delivery
2453,Yes,Damaged
163462,Yes,Damaged
116013,Yes,Late Delivery
83625,Yes,Wrong Item
149319,Yes,Damaged
170719,Yes,Late Delivery
120297,Yes,Customer Changed Mind
18015,Yes,Late Delivery
60940,Yes,Wrong Item
79218,Yes,Wrong Item
119608,Yes,Damaged
60674,Yes,Damaged
75105,Yes,Late Delivery
126287,Yes,Wrong Item
93144,Yes,Late Delivery
95095,Yes,Late Delivery
98127,Yes,Wrong Item
59774,Yes,Customer Changed Mind
115627,Yes,Damaged
34749,Yes,Late Delivery
162851,Yes,Damaged
139016,Yes,Damaged
130373,Yes,Customer Changed Mind
67846,Yes,Late Delivery
113546,Yes,Wrong Item
127700,Yes,Late Delivery
14533,Yes,Customer Changed Mind
194240,Yes,Late Delivery
84666,Yes,Wrong Item
22970,Yes,Wrong Item
179333,Yes,Late Delivery
16138,Yes,Wrong Item
35573,Yes,Customer Changed Mind
56921,Yes,Customer Changed Mind
95139,Yes,Wrong Item
180865,Yes,Damaged
112552,Yes,Late Delivery
78430,Yes,Wrong Item
125239,Yes,Customer Changed Mind
135707,Yes,Wrong Item
160542,Yes,Damaged
161863,Yes,Late Delivery
77106,Yes,Wrong Item
8238,Yes,Late Delivery
158110,Yes,Damaged
187391,Yes,Customer Changed Mind
155396,Yes,Damaged
129772,Yes,Late Delivery
117158,Yes,Customer Changed Mind
57570,Yes,Customer Changed Mind
82723,Yes,Damaged
194787,Yes,Damaged
59873,Yes,Wrong Item
175685,Yes,Customer Changed Mind
191865,Yes,Customer Changed Mind
91412,Yes,Damaged
123976,Yes,Wrong Item
50954,Yes,Damaged
4561,Yes,Customer Changed Mind
181758,Yes,Damaged
103327,Yes,Wrong Item
27328,Yes,Late Delivery
164757,Yes,Customer Changed Mind
165932,Yes,Damaged
194264,Yes,Late Delivery
130086,Yes,Late Delivery
78750,Yes,Damaged
176338,Yes,Damaged
88611,Yes,Customer Changed Mind
41381,Yes,Wrong Item
53977,Yes,Wrong Item
84112,Yes,Customer Changed Mind
129579,Yes,Customer Changed Mind
18126,Yes,Late Delivery
117309,Yes,Customer Changed Mind
129359,Yes,Wrong Item
64613,Yes,Wrong Item
113909,Yes,Late Delivery
196567,Yes,Customer Changed Mind
22105,Yes,Damaged
85243,Yes,Customer Changed Mind
127786,Yes,Customer Changed Mind
418,Yes,Wrong Item
32346,Yes,Wrong Item
110368,Yes,Wrong Item
171442,Yes,Wrong Item
45456,Yes,Late Delivery
99432,Yes,Damaged
78532,Yes,Damaged
74487,Yes,Customer Changed Mind
75257,Yes,Late Delivery
86261,Yes,Late Delivery
130093,Yes,Wrong Item
196428,Yes,Customer Changed Mind
192410,Yes,Wrong Item
149877,Yes,Customer Changed Mind
176562,Yes,Customer Changed Mind
18053,Yes,Late Delivery
16736,Yes,Wrong Item
12433,Yes,Wrong Item
139191,Yes,Damaged
110449,Yes,Damaged
43464,Yes,Wrong Item
7055,Yes,Late Delivery
8266,Yes,Wrong Item
11314,Yes,Wrong Item
25979,Yes,Wrong Item
76909,Yes,Wrong Item
180790,Yes,Wrong Item
116219,Yes,Customer Changed Mind
94717,Yes,Wrong Item
195198,Yes,Wrong Item
142880,Yes,Wrong Item
190993,Yes,Damaged
167160,Yes,Late Delivery
16457,Yes,Wrong Item
149713,Yes,Late Delivery
82644,Yes,Damaged
126987,Yes,Customer Changed Mind
58650,Yes,Damaged
69058,Yes,Customer Changed Mind
169102,Yes,Late Delivery
186520,Yes,Damaged
174130,Yes,Customer Changed Mind
62868,Yes,Customer Changed Mind
199169,Yes,Wrong Item
39085,Yes,Wrong Item
155437,Yes,Damaged
131010,Yes,Damaged
181404,Yes,Wrong Item
144310,Yes,Customer Changed Mind
139454,Yes,Customer Changed Mind
27423,Yes,Late Delivery
19462,Yes,Wrong Item
137104,Yes,Wrong Item
106225,Yes,Customer Changed Mind
167358,Yes,Wrong Item
45061,Yes,Customer Changed Mind
150264,Yes,Late Delivery
47447,Yes,Customer Changed Mind
76141,Yes,Late Delivery
12727,Yes,Damaged
178748,Yes,Late Delivery
26902,Yes,Wrong Item
17467,Yes,Late Delivery
74210,Yes,Wrong Item
74033,Yes,Wrong Item
104508,Yes,Damaged
81031,Yes,Late Delivery
57767,Yes,Late Delivery
160179,Yes,Damaged
146085,Yes,Wrong Item
39423,Yes,Customer Changed Mind
171870,Yes,Customer Changed Mind
22869,Yes,Damaged
86737,Yes,Wrong Item
23388,Yes,Customer Changed Mind
132814,Yes,Wrong Item
68243,Yes,Late Delivery
41438,Yes,Damaged
34888,Yes,Wrong Item
19740,Yes,Customer Changed Mind
80532,Yes,Wrong Item
102095,Yes,Late Delivery
143696,Yes,Damaged
115985,Yes,Damaged
13290,Yes,Damaged
6715,Yes,Late Delivery
153677,Yes,Damaged
113752,Yes,Late Delivery
133630,Yes,Late Delivery
64422,Yes,Damaged
159164,Yes,Late Delivery
94041,Yes,Customer Changed Mind
174347,Yes,Late Delivery
195852,Yes,Damaged
41396,Yes,Wrong Item
2846,Yes,Customer Changed Mind
40864,Yes,Late Delivery
123646,Yes,Wrong Item
66929,Yes,Damaged
163122,Yes,Wrong Item
76644,Yes,Customer Changed Mind
31843,Yes,Wrong Item
198041,Yes,Late Delivery
12012,Yes,Customer Changed Mind
129061,Yes,Late Delivery
14214,Yes,Customer Changed Mind
147323,Yes,Wrong Item
20292,Yes,Damaged
181866,Yes,Customer Changed Mind
113882,Yes,Customer Changed Mind
126138,Yes,Damaged
151267,Yes,Wrong Item
52832,Yes,Customer Changed Mind
167171,Yes,Late Delivery
77369,Yes,Late Delivery
192196,Yes,Wrong Item
189159,Yes,Customer Changed Mind
94691,Yes,Customer Changed Mind
172005,Yes,Late Delivery
192496,Yes,Damaged
17738,Yes,Damaged
183880,Yes,Damaged
134225,Yes,Wrong Item
145603,Yes,Wrong Item
74248,Yes,Customer Changed Mind
118257,Yes,Damaged
125613,Yes,Wrong Item
191931,Yes,Late Delivery
102852,Yes,Damaged
33704,Yes,Wrong Item
186230,Yes,Late Delivery
186013,Yes,Wrong Item
121466,Yes,Late Delivery
30080,Yes,Wrong Item
161261,Yes,Customer Changed Mind
103136,Yes,Late Delivery
136177,Yes,Late Delivery
195106,Yes,Damaged
132534,Yes,Wrong Item
79173,Yes,Customer Changed Mind
174309,Yes,Late Delivery
46982,Yes,Wrong Item
50205,Yes,Wrong Item
182424,Yes,Customer Changed Mind
131833,Yes,Late Delivery
18735,Yes,Damaged
181709,Yes,Customer Changed Mind
54610,Yes,Customer Changed Mind
171480,Yes,Wrong Item
122499,Yes,Late Delivery
123913,Yes,Late Delivery
1856,Yes,Damaged
82631,Yes,Wrong Item
15715,Yes,Damaged
168627,Yes,Damaged
175258,Yes,Late Delivery
52676,Yes,Damaged
123655,Yes,Wrong Item
16986,Yes,Customer Changed Mind
43472,Yes,Damaged
74376,Yes,Customer Changed Mind
174040,Yes,Late Delivery
59168,Yes,Wrong Item
28310,Yes,Late Delivery
88546,Yes,Customer Changed Mind
130660,Yes,Wrong Item
58295,Yes,Damaged
3791,Yes,Damaged
182952,Yes,Wrong Item
106717,Yes,Wrong Item
127480,Yes,Customer Changed Mind
179236,Yes,Damaged
136839,Yes,Damaged
115541,Yes,Damaged
148153,Yes,Damaged
156839,Yes,Customer Changed Mind
67438,Yes,Customer Changed Mind
154254,Yes,Late Delivery
183666,Yes,Late Delivery
148590,Yes,Wrong Item
176390,Yes,Customer Changed Mind
31359,Yes,Wrong Item
155213,Yes,Damaged
120838,Yes,Late Delivery
84525,Yes,Late Delivery
82850,Yes,Customer Changed Mind
16371,Yes,Customer Changed Mind
184043,Yes,Late Delivery
22349,Yes,Late Delivery
64025,Yes,Late Delivery
121701,Yes,Late Delivery
176856,Yes,Customer Changed Mind
124950,Yes,Damaged
109226,Yes,Customer Changed Mind
153971,Yes,Wrong Item
24349,Yes,Late Delivery
153856,Yes,Wrong Item
132368,Yes,Wrong Item
51286,Yes,Damaged
74279,Yes,Late Delivery
103447,Yes,Damaged
130622,Yes,Wrong Item
45141,Yes,Damaged
5425,Yes,Wrong Item
113770,Yes,Late Delivery
168015,Yes,Customer Changed Mind
94818,Yes,Wrong Item
29201,Yes,Damaged
144061,Yes,Damaged
168609,Yes,Late Delivery
155727,Yes,Customer Changed Mind
149894,Yes,Wrong Item
132367,Yes,Wrong Item
54399,Yes,Customer Changed Mind
181327,Yes,Wrong Item
177182,Yes,Damaged
145334,Yes,Wrong Item
128512,Yes,Customer Changed Mind
4530,Yes,Wrong Item
157589,Yes,Wrong Item
180849,Yes,Late Delivery
98988,Yes,Wrong Item
174934,Yes,Damaged
128058,Yes,Damaged
192089,Yes,Damaged
78978,Yes,Wrong Item
111314,Yes,Late Delivery
23181,Yes,Damaged
107593,Yes,Customer Changed Mind
9342,Yes,Late Delivery
95657,Yes,Damaged
37755,Yes,Customer Changed Mind
140439,Yes,Wrong Item
144724,Yes,Late Delivery
172574,Yes,Wrong Item
71627,Yes,Late Delivery
155538,Yes,Wrong Item
129429,Yes,Damaged
18020,Yes,Damaged
10212,Yes,Customer Changed Mind
126702,Yes,Customer Changed Mind
182390,Yes,Damaged
44659,Yes,Late Delivery
145072,Yes,Damaged
11473,Yes,Damaged
192638,Yes,Customer Changed Mind
16936,Yes,Wrong Item
187132,Yes,Late Delivery
78869,Yes,Wrong Item
91859,Yes,Customer Changed Mind
155513,Yes,Wrong Item
7144,Yes,Wrong Item
135222,Yes,Late Delivery
56765,Yes,Late Delivery
10426,Yes,Customer Changed Mind
54081,Yes,Late Delivery
182748,Yes,Customer Changed Mind
91358,Yes,Damaged
108879,Yes,Customer Changed Mind
100439,Yes,Late Delivery
196483,Yes,Wrong Item
134111,Yes,Customer Changed Mind
4358,Yes,Customer Changed Mind
105396,Yes,Wrong Item
24391,Yes,Late Delivery
10430,Yes,Damaged
144119,Yes,Customer Changed Mind
188846,Yes,Damaged
140187,Yes,Late Delivery
92108,Yes,Wrong Item
128398,Yes,Late Delivery
94199,Yes,Late Delivery
107341,Yes,Late Delivery
126003,Yes,Damaged
51867,Yes,Customer Changed Mind
103920,Yes,Wrong Item
141614,Yes,Damaged
195354,Yes,Wrong Item
10443,Yes,Damaged
109467,Yes,Damaged
115549,Yes,Wrong Item
42664,Yes,Damaged
123158,Yes,Late Delivery
79376,Yes,Customer Changed Mind
21643,Yes,Wrong Item
132755,Yes,Damaged
10761,Yes,Wrong Item
35342,Yes,Late Delivery
132432,Yes,Customer Changed Mind
40515,Yes,Damaged
117376,Yes,Customer Changed Mind
13937,Yes,Late Delivery
138054,Yes,Damaged
195482,Yes,Wrong Item
77917,Yes,Late Delivery
190781,Yes,Damaged
37719,Yes,Wrong Item
169020,Yes,Wrong Item
189214,Yes,Damaged
17573,Yes,Damaged
195336,Yes,Customer Changed Mind
117842,Yes,Customer Changed Mind
28534,Yes,Customer Changed Mind
143380,Yes,Customer Changed Mind
7596,Yes,Wrong Item
30476,Yes,Wrong Item
27554,Yes,Damaged
149062,Yes,Customer Changed Mind
191048,Yes,Damaged
70576,Yes,Damaged
63037,Yes,Late Delivery
193946,Yes,Damaged
3784,Yes,Late Delivery
154929,Yes,Damaged
147582,Yes,Wrong Item
104038,Yes,Wrong Item
152785,Yes,Wrong Item
8508,Yes,Late Delivery
74611,Yes,Wrong Item
154507,Yes,Customer Changed Mind
106083,Yes,Late Delivery
112751,Yes,Damaged
88860,Yes,Damaged
59225,Yes,Damaged
47736,Yes,Late Delivery
132618,Yes,Late Delivery
144552,Yes,Wrong Item
40815,Yes,Customer Changed Mind
141438,Yes,Late Delivery
195782,Yes,Wrong Item
85275,Yes,Damaged
154095,Yes,Wrong Item
110819,Yes,Late Delivery
168958,Yes,Late Delivery
18532,Yes,Late Delivery
64149,Yes,Wrong Item
150049,Yes,Wrong Item
128165,Yes,Late Delivery
127655,Yes,Damaged
95290,Yes,Late Delivery
72321,Yes,Damaged
74020,Yes,Late Delivery
176401,Yes,Wrong Item
136155,Yes,Late Delivery
13473,Yes,Wrong Item
154867,Yes,Wrong Item
114094,Yes,Damaged
